Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,SecondsAfterSunRise,SecondsAfterSunSet
909.06,61,30.44,29,336.24,13.5,19997,-20263
910.0,60,30.44,28,109.35,9.0,20297,-19963
909.59,60,30.43,26,70.44,13.5,20600,-19660
908.85,61,30.43,28,53.8,13.5,20899,-19361
908.22,61,30.43,27,75.46,3.37,21197,-19063
906.21,61,30.43,27,359.91,7.87,21497,-18763
902.23,61,30.43,28,350.22,6.75,21800,-18460
899.59,61,30.43,27,80.12,13.5,22098,-18162
894.9,61,30.43,29,38.88,4.5,22397,-17863
889.58,61,30.43,33,43.99,13.5,22698,-17562
886.25,61,30.42,32,47.43,11.25,23000,-17260
885.28,61,30.42,29,35.27,12.37,23298,-16962
877.55,61,30.42,27,32.11,5.62,23600,-16660
870.22,61,30.42,25,92.66,15.75,23898,-16362
862.66,61,30.42,25,88.57,7.87,24197,-16063
856.34,62,30.42,25,17.33,9.0,24497,-15763
846.61,62,30.42,26,16.6,13.5,24797,-15463
838.9,61,30.42,28,28.09,5.62,25101,-15159
830.54,61,30.42,28,97.0,5.62,25397,-14863
820.19,61,30.41,31,10.13,5.62,25701,-14559
810.72,61,30.41,29,30.32,11.25,25998,-14262
802.56,61,30.41,28,83.52,11.25,26302,-13958
791.21,61,30.41,27,19.21,10.12,26598,-13662
779.36,61,30.41,31,7.03,9.0,26898,-13362
769.39,61,30.41,33,66.33,3.37,27204,-13056
755.7,61,30.41,30,48.79,4.5,27498,-12762
742.91,61,30.41,36,344.17,5.62,27797,-12463
730.47,60,30.41,35,45.94,3.37,28100,-12160
718.4,60,30.41,35,29.26,9.0,28399,-11861
706.07,60,30.41,38,44.7,9.0,28701,-11559
700.73,61,30.41,33,101.1,5.62,28997,-11263
452.09,61,30.41,30,28.54,5.62,29300,-10960
384.92,60,30.41,36,52.75,10.12,29598,-10662
663.61,60,30.41,33,359.93,3.37,29898,-10362
644.77,60,30.41,33,41.64,7.87,30199,-10061
546.8,60,30.41,39,53.66,11.25,30498,-9762
456.62,60,30.41,47,359.9,3.37,30800,-9460
433.19,59,30.41,44,33.33,10.12,31100,-9160
413.27,59,30.4,43,67.94,5.62,31400,-8860
504.03,59,30.4,45,6.58,6.75,31699,-8561
401.86,59,30.4,42,40.71,2.25,31998,-8262
260.0,59,30.4,44,123.89,2.25,32298,-7962
301.7,59,30.4,40,69.41,7.87,32600,-7660
410.68,59,30.4,38,108.18,6.75,32899,-7361
145.36,59,30.4,43,52.02,10.12,33198,-7062
326.45,58,30.4,39,7.22,3.37,33497,-6763
184.34,58,30.4,40,31.24,11.25,33797,-6463
435.02,58,30.4,36,114.61,6.75,34098,-6162
409.1,58,30.4,36,31.29,6.75,34399,-5861
398.47,59,30.4,32,81.4,5.62,34701,-5559
282.85,59,30.4,32,78.57,5.62,34998,-5262
379.67,59,30.4,29,140.21,4.5,35298,-4962
362.8,59,30.4,24,125.77,5.62,35601,-4659
191.26,59,30.4,27,76.84,10.12,35897,-4363
141.22,59,30.4,31,354.22,4.5,36198,-4062
182.97,58,30.4,32,50.0,7.87,36501,-3759
129.69,58,30.4,31,106.21,5.62,36797,-3463
208.71,58,30.4,31,46.15,4.5,37099,-3161
117.13,58,30.4,27,66.18,2.25,37398,-2862
98.56,58,30.4,24,136.72,7.87,37697,-2563
75.46,58,30.4,19,68.37,3.37,38002,-2258
54.99,58,30.4,19,59.44,3.37,38297,-1963
45.45,58,30.41,18,96.24,3.37,38599,-1661
39.94,57,30.41,22,107.27,5.62,38901,-1359
42.17,57,30.41,24,75.85,6.75,39198,-1062
25.84,56,30.41,24,70.31,1.12,39499,-761
15.01,56,30.41,22,62.58,3.37,39801,-459
6.4,56,30.41,18,100.39,5.62,40104,-156
4.38,56,30.41,19,137.22,2.25,40397,137
7.99,55,30.42,19,145.01,2.25,40702,442
1.88,55,30.41,19,159.98,11.25,41000,740
1.24,55,30.41,18,163.56,4.5,41298,1038
1.2,54,30.41,18,144.12,4.5,41601,1341
1.2,54,30.41,19,117.54,5.62,41897,1637
1.24,54,30.42,19,151.37,3.37,42198,1938
1.19,54,30.42,19,171.32,4.5,42498,2238
1.21,54,30.42,19,157.18,10.12,42800,2540
1.23,53,30.42,19,122.74,4.5,43098,2838
1.23,53,30.42,19,147.78,6.75,43400,3140
1.23,53,30.42,19,142.04,9.0,43698,3438
1.25,53,30.42,19,150.97,6.75,43997,3737
1.27,53,30.43,20,122.04,6.75,44297,4037
1.3,52,30.43,20,177.91,7.87,44599,4339
1.24,52,30.43,20,150.69,7.87,44898,4638
1.23,52,30.43,20,153.93,3.37,45200,4940
1.22,52,30.43,20,180.08,5.62,45498,5238
1.21,52,30.43,21,181.6,6.75,45798,5538
1.22,51,30.43,21,161.48,6.75,46098,5838
1.21,51,30.44,20,165.15,9.0,46399,6139
1.24,51,30.44,20,158.01,6.75,46699,6439
1.22,51,30.44,21,177.73,9.0,46998,6738
1.23,51,30.44,21,161.01,9.0,47301,7041
1.23,51,30.44,21,172.95,6.75,47601,7341
1.22,51,30.44,21,168.06,6.75,47897,7637
1.22,51,30.44,21,170.28,10.12,48198,7938
1.21,51,30.44,21,161.93,5.62,48499,8239
1.22,51,30.45,21,178.0,6.75,48801,8541
1.21,51,30.45,21,183.71,9.0,49100,8840
1.24,51,30.45,21,159.77,9.0,49398,9138
1.22,50,30.45,21,132.83,9.0,49701,9441
1.23,50,30.45,21,186.13,10.12,50000,9740
1.21,50,30.45,21,143.85,9.0,50298,10038
1.24,50,30.45,22,155.87,7.87,50601,10341
1.26,50,30.45,21,144.7,6.75,50898,10638
1.22,50,30.45,22,171.54,6.75,51197,10937
1.23,50,30.45,21,161.71,7.87,51499,11239
1.21,50,30.45,21,144.4,5.62,51799,11539
1.22,50,30.45,21,177.43,10.12,52098,11838
1.23,50,30.45,21,170.45,7.87,52401,12141
1.23,50,30.45,21,161.46,9.0,52698,12438
1.2,50,30.45,21,172.36,10.12,52997,12737
1.21,50,30.45,21,151.41,10.12,53297,13037
1.19,50,30.45,21,173.29,6.75,53601,13341
1.21,50,30.45,21,171.32,6.75,53899,13639
1.22,50,30.45,22,147.04,10.12,54198,13938
1.22,50,30.45,22,158.89,10.12,54497,14237
1.24,50,30.45,21,170.5,10.12,54801,14541
1.25,50,30.45,21,192.71,10.12,55101,14841
1.22,50,30.45,21,176.39,10.12,55398,15138
1.19,50,30.45,21,166.6,6.75,55697,15437
1.23,50,30.45,21,140.26,5.62,55998,15738
1.19,50,30.45,21,165.89,10.12,56299,16039
1.23,50,30.45,21,164.82,7.87,56602,16342
1.25,49,30.45,21,141.15,11.25,56901,16641
1.21,49,30.45,21,164.77,5.62,57201,16941
1.22,49,30.45,21,150.32,12.37,57498,17238
1.19,49,30.45,21,161.23,4.5,57797,17537
1.24,49,30.45,21,178.8,5.62,58101,17841
1.22,49,30.45,21,160.2,10.12,58402,18142
1.2,49,30.45,21,140.07,9.0,58701,18441
1.23,49,30.45,21,172.73,9.0,58998,18738
1.2,49,30.45,21,146.67,11.25,59301,19041
1.2,49,30.45,22,147.99,10.12,59598,19338
1.2,49,30.45,22,153.29,6.75,59898,19638
1.21,49,30.45,21,133.51,6.75,60201,19941
1.21,49,30.45,21,148.69,10.12,60497,20237
1.22,49,30.45,22,156.61,6.75,60801,20541
1.21,49,30.45,21,157.23,5.62,61101,20841
1.22,49,30.45,22,188.52,6.75,61398,21138
1.2,49,30.45,21,176.46,5.62,61698,21438
1.2,49,30.45,22,180.35,7.87,61998,21738
1.21,48,30.45,22,172.35,5.62,62305,22045
1.19,48,30.45,23,176.17,7.87,62599,22339
1.21,48,30.45,23,165.46,7.87,-23563,-63763
1.21,48,30.45,22,139.58,9.0,-23261,-63461
1.19,48,30.44,22,164.55,5.62,-22962,-63162
1.22,48,30.44,22,171.88,10.12,-22659,-62859
1.21,48,30.44,22,170.48,6.75,-22362,-62562
1.22,48,30.44,22,157.81,7.87,-22057,-62257
1.22,48,30.44,23,182.51,9.0,-21762,-61962
1.22,47,30.44,23,183.93,7.87,-21460,-61660
1.21,47,30.44,22,183.31,5.62,-21160,-61360
1.22,47,30.44,23,198.36,10.12,-20859,-61059
1.22,47,30.43,24,157.26,7.87,-20562,-60762
1.18,48,30.43,24,166.74,9.0,-20263,-60463
1.21,48,30.43,25,175.05,6.75,-19959,-60159
1.21,48,30.43,26,155.12,7.87,-19656,-59856
1.18,48,30.43,26,171.63,7.87,-19360,-59560
1.21,48,30.44,27,161.55,6.75,-19061,-59261
1.21,48,30.44,29,175.43,5.62,-18759,-58959
1.24,48,30.43,27,191.37,7.87,-18460,-58660
1.24,48,30.43,27,191.27,9.0,-18162,-58362
1.22,48,30.43,27,158.35,7.87,-17863,-58063
1.22,48,30.43,27,169.81,7.87,-17560,-57760
1.18,47,30.43,27,189.45,6.75,-17259,-57459
1.25,47,30.43,28,178.43,6.75,-16961,-57161
1.21,47,30.43,27,169.88,4.5,-16663,-56863
1.21,47,30.43,26,155.24,7.87,-16360,-56560
1.2,47,30.43,27,183.67,6.75,-16059,-56259
1.26,47,30.43,26,161.78,10.12,-15763,-55963
1.18,47,30.43,25,149.34,5.62,-15463,-55663
1.25,47,30.43,26,162.85,10.12,-15162,-55362
1.2,47,30.43,26,168.79,7.87,-14860,-55060
1.26,47,30.43,26,165.77,6.75,-14563,-54763
1.23,47,30.42,25,185.1,6.75,-14260,-54460
1.21,47,30.42,25,160.28,9.0,-13962,-54162
1.21,46,30.42,25,160.58,9.0,-13663,-53863
1.2,47,30.42,24,187.26,5.62,-13359,-53559
1.19,47,30.42,24,149.31,10.12,-13059,-53259
1.2,47,30.42,24,165.79,10.12,-12760,-52960
1.2,47,30.42,25,191.47,6.75,-12461,-52661
1.2,47,30.42,25,167.75,6.75,-12163,-52363
1.2,47,30.42,25,167.42,12.37,-11863,-52063
1.21,47,30.42,26,152.1,10.12,-11561,-51761
1.23,47,30.42,27,161.84,9.0,-11262,-51462
1.24,47,30.42,28,145.79,9.0,-10962,-51162
1.21,47,30.42,29,174.01,5.62,-10663,-50863
1.21,47,30.42,30,164.3,6.75,-10360,-50560
1.22,47,30.42,31,180.19,9.0,-10062,-50262
1.23,47,30.42,32,169.5,10.12,-9761,-49961
1.25,47,30.42,33,157.19,9.0,-9459,-49659
1.2,47,30.42,33,148.86,10.12,-9163,-49363
1.17,47,30.42,33,161.84,11.25,-8862,-49062
1.22,47,30.42,32,165.85,5.62,-8561,-48761
1.22,47,30.42,32,160.06,12.37,-8256,-48456
1.24,47,30.42,31,163.24,7.87,-7963,-48163
1.15,47,30.42,31,179.54,6.75,-7663,-47863
1.24,47,30.42,29,156.15,12.37,-7359,-47559
1.22,47,30.42,29,157.34,7.87,-7059,-47259
1.2,47,30.42,30,176.97,6.75,-6762,-46962
1.14,47,30.42,28,149.57,5.62,-6462,-46662
1.2,47,30.42,30,157.8,7.87,-6163,-46363
1.24,46,30.42,29,134.57,9.0,-5861,-46061
1.2,46,30.42,30,136.07,10.12,-5559,-45759
1.21,46,30.42,28,186.63,9.0,-5262,-45462
1.22,46,30.42,27,166.66,6.75,-4962,-45162
1.19,46,30.42,28,169.81,6.75,-4662,-44862
1.19,46,30.42,29,158.67,7.87,-4362,-44562
1.21,46,30.42,31,154.68,9.0,-4060,-44260
1.19,46,30.42,31,172.51,7.87,-3763,-43963
1.21,46,30.42,39,168.34,7.87,-3463,-43663
1.2,46,30.42,43,136.45,7.87,-3162,-43362
1.22,46,30.42,45,163.36,7.87,-2859,-43059
1.23,46,30.42,46,163.38,9.0,-2562,-42762
1.21,46,30.42,46,176.42,11.25,-2258,-42458
1.22,45,30.42,46,171.61,7.87,-1963,-42163
1.21,45,30.42,46,176.83,9.0,-1659,-41859
1.19,45,30.42,46,159.22,11.25,-1362,-41562
1.21,45,30.42,45,154.02,9.0,-1063,-41263
1.89,45,30.43,44,181.7,10.12,-760,-40960
3.29,46,30.43,45,143.41,9.0,-457,-40657
5.33,46,30.43,49,177.21,11.25,-158,-40358
7.43,46,30.43,52,144.95,9.0,138,-40062
9.52,46,30.43,58,152.21,6.75,440,-39760
11.46,46,30.43,63,154.62,9.0,741,-39459
13.3,46,30.43,60,159.43,6.75,1038,-39162
14.8,46,30.43,59,152.34,6.75,1341,-38859
16.23,46,30.43,55,150.47,7.87,1637,-38563
17.43,46,30.43,56,141.12,10.12,1939,-38261
18.47,46,30.43,53,123.99,2.25,2238,-37962
19.37,47,30.43,59,210.21,7.87,2541,-37659
20.3,47,30.43,60,158.54,4.5,2840,-37360
21.05,47,30.44,66,160.63,2.25,3141,-37059
21.79,47,30.44,65,145.42,5.62,3439,-36761
22.51,48,30.43,71,193.58,7.87,3740,-36460
26.39,48,30.43,68,166.82,4.5,4038,-36162
91.02,48,30.44,69,128.75,9.0,4341,-35859
272.47,49,30.44,77,146.5,5.62,4640,-35560
311.11,51,30.44,74,142.71,5.62,4939,-35261
165.26,51,30.44,77,136.78,10.12,5238,-34962
162.99,52,30.44,77,112.03,10.12,5538,-34662
146.64,52,30.44,79,139.44,5.62,5840,-34360
189.46,52,30.45,81,152.87,7.87,6141,-34059
197.14,52,30.45,83,133.7,10.12,6440,-33760
286.73,52,30.45,84,116.9,5.62,6739,-33461
479.41,52,30.45,85,146.81,3.37,7041,-33159
405.57,53,30.44,84,149.58,7.87,7340,-32860
263.3,53,30.44,84,158.02,10.12,7638,-32562
241.22,54,30.45,84,145.13,3.37,7938,-32262
283.85,53,30.45,86,175.9,5.62,8238,-31962
255.28,53,30.45,88,166.74,5.62,8540,-31660
347.85,53,30.45,90,160.4,5.62,8838,-31362
331.47,54,30.45,91,273.72,4.5,9138,-31062
354.45,53,30.45,92,159.55,4.5,9440,-30760
427.14,53,30.45,94,74.99,6.75,9744,-30456
272.63,53,30.45,95,36.92,4.5,10037,-30163
311.2,53,30.45,95,0.11,2.25,10338,-29862
410.34,52,30.45,96,54.51,5.62,10641,-29559
639.0,52,30.45,97,357.93,4.5,10938,-29262
480.83,52,30.45,98,55.11,1.12,11240,-28960
360.26,52,30.45,98,67.77,1.12,11538,-28662
434.37,52,30.45,98,91.83,5.62,11840,-28360
519.58,52,30.44,98,0.1,3.37,12140,-28060
395.16,52,30.44,98,167.79,3.37,12438,-27762
646.1,53,30.44,98,336.52,2.25,12738,-27462
402.72,53,30.44,98,71.72,4.5,13040,-27160
338.64,53,30.44,98,75.85,6.75,13341,-26859
982.55,53,30.44,98,57.75,9.0,13638,-26562
475.12,53,30.44,98,30.56,3.37,13937,-26263
487.09,53,30.44,97,101.59,3.37,14237,-25963
608.24,53,30.44,98,30.99,5.62,14539,-25661
827.66,53,30.44,98,67.68,2.25,14838,-25362
579.26,53,30.44,98,73.02,11.25,15141,-25059
543.75,54,30.44,97,10.42,2.25,15437,-24763
434.07,54,30.44,95,42.53,7.87,15742,-24458
648.36,54,30.43,92,19.28,5.62,16039,-24161
723.11,55,30.43,91,69.76,5.62,16338,-23862
811.58,55,30.43,89,129.43,5.62,16640,-23560
1048.11,55,30.43,93,48.22,9.0,16941,-23259
310.63,54,30.43,93,56.77,9.0,17241,-22959
645.82,54,30.43,95,133.79,7.87,17537,-22663
665.49,54,30.43,95,2.61,6.75,17837,-22363
856.08,54,30.43,95,33.65,7.87,18140,-22060
375.35,54,30.43,92,68.77,9.0,18441,-21759
908.25,54,30.42,91,8.42,3.37,18737,-21463
894.92,55,30.42,87,137.44,4.5,19041,-21159
895.41,56,30.42,81,78.49,6.75,19339,-20861
896.55,56,30.42,80,164.35,3.37,19640,-20560
899.42,57,30.41,79,66.34,5.62,19939,-20261
899.19,58,30.42,81,30.18,5.62,20238,-19962
906.73,58,30.41,73,51.4,5.62,20537,-19663
906.65,59,30.41,56,123.94,5.62,20840,-19360
901.52,60,30.41,35,44.85,5.62,21137,-19063
903.16,61,30.41,38,19.32,3.37,21438,-18762
899.54,61,30.41,37,345.6,2.25,21738,-18462
895.89,61,30.42,43,63.2,10.12,22040,-18160
903.57,61,30.42,36,81.77,9.0,22337,-17863
909.87,61,30.42,35,337.94,6.75,22641,-17559
817.57,61,30.41,27,46.11,4.5,22937,-17263
906.19,62,30.41,32,34.04,6.75,23237,-16963
887.64,62,30.41,29,49.68,11.25,23538,-16662
879.01,62,30.41,29,69.73,2.25,23838,-16362
844.53,62,30.41,25,84.86,3.37,24138,-16062
814.12,62,30.41,27,77.25,6.75,24462,-15738
656.02,62,30.41,23,43.04,1.12,24737,-15463
897.41,62,30.41,27,30.42,4.5,25037,-15163
717.11,62,30.41,27,2.24,7.87,25337,-14863
840.59,62,30.4,27,57.71,6.75,25638,-14562
818.15,63,30.4,26,43.0,5.62,25938,-14262
796.79,63,30.4,21,124.77,4.5,26241,-13959
793.33,63,30.4,25,39.2,6.75,26537,-13663
673.07,63,30.4,24,355.49,7.87,26838,-13362
771.17,63,30.4,28,346.95,4.5,27137,-13063
758.82,62,30.4,22,8.53,6.75,27438,-12762
747.7,62,30.4,22,65.3,2.25,27741,-12459
735.01,61,30.39,24,191.34,4.5,28037,-12163
716.84,62,30.39,23,85.0,5.62,28337,-11863
706.94,62,30.39,31,29.26,5.62,28638,-11562
695.44,62,30.39,28,145.61,1.12,28938,-11262
681.9,62,30.4,27,70.28,9.0,29240,-10960
666.51,61,30.39,40,21.12,7.87,29537,-10663
658.01,61,30.39,29,349.59,4.5,29840,-10360
645.61,60,30.39,38,18.56,2.25,30138,-10062
604.56,60,30.39,37,39.83,3.37,30437,-9763
643.81,60,30.39,32,59.06,3.37,30741,-9459
409.89,60,30.39,43,164.23,3.37,31038,-9162
180.59,59,30.39,48,54.13,7.87,31338,-8862
192.4,58,30.39,47,68.15,4.5,31640,-8560
310.36,57,30.39,49,36.57,6.75,31937,-8263
717.54,57,30.39,43,62.77,3.37,32237,-7963
622.57,58,30.39,50,79.78,7.87,32538,-7662
365.58,59,30.39,41,95.15,5.62,32838,-7362
505.7,59,30.39,43,90.34,10.12,33137,-7063
494.74,59,30.39,48,56.21,5.62,33437,-6763
478.15,58,30.39,49,100.13,6.75,33738,-6462
462.7,58,30.39,45,65.68,4.5,34037,-6163
396.33,58,30.39,44,58.6,2.25,34337,-5863
254.87,58,30.39,46,89.49,11.25,34637,-5563
381.71,58,30.39,46,13.52,5.62,34938,-5262
274.15,57,30.39,60,26.21,5.62,35242,-4958
77.06,56,30.39,64,143.32,7.87,35537,-4663
73.77,54,30.39,71,71.28,2.25,35838,-4362
253.44,54,30.39,64,89.82,9.0,36138,-4062
275.29,54,30.39,72,63.25,7.87,36437,-3763
240.99,54,30.39,69,91.29,9.0,36738,-3462
69.05,54,30.39,66,102.42,5.62,37040,-3160
56.84,54,30.39,64,127.9,12.37,37338,-2862
59.33,54,30.4,60,99.69,5.62,37639,-2561
60.05,53,30.4,55,54.75,7.87,37938,-2262
51.1,53,30.4,55,118.62,7.87,38239,-1961
43.4,52,30.4,51,125.29,9.0,38541,-1659
38.06,52,30.4,49,144.29,10.12,38838,-1362
24.48,52,30.4,54,115.41,6.75,39138,-1062
14.12,52,30.4,61,128.73,10.12,39438,-762
9.31,52,30.41,62,176.3,5.62,39738,-462
5.05,51,30.41,67,99.01,5.62,40039,-161
2.92,51,30.41,71,75.14,2.25,40338,138
1.84,51,30.41,78,128.82,6.75,40641,441
1.25,50,30.41,82,167.09,7.87,40937,737
1.2,50,30.41,85,138.77,4.5,41237,1037
1.19,50,30.41,85,130.84,9.0,41538,1338
1.21,50,30.41,87,133.01,4.5,41837,1637
1.23,50,30.41,84,145.31,7.87,42139,1939
1.19,50,30.41,82,68.64,3.37,42437,2237
1.2,50,30.41,83,106.15,4.5,42740,2540
1.2,49,30.41,87,88.05,10.12,43040,2840
1.22,49,30.41,90,137.29,10.12,43339,3139
1.2,48,30.42,91,131.46,3.37,43639,3439
1.22,47,30.42,89,67.41,3.37,43938,3738
1.22,47,30.42,88,149.23,2.25,44238,4038
1.23,47,30.42,89,115.62,12.37,44544,4344
1.2,47,30.42,89,126.28,7.87,44840,4640
1.19,47,30.42,89,120.79,5.62,45137,4937
1.18,47,30.42,81,104.93,4.5,45438,5238
1.19,47,30.42,82,141.75,3.37,45740,5540
1.23,47,30.42,81,132.2,7.87,46037,5837
1.21,47,30.42,76,131.09,12.37,46340,6140
1.23,48,30.42,75,130.86,9.0,46640,6440
1.24,47,30.42,75,150.31,7.87,46937,6737
1.22,47,30.42,73,95.11,6.75,47238,7038
1.23,48,30.42,69,148.48,7.87,47540,7340
1.23,48,30.43,72,158.56,4.5,47841,7641
1.22,48,30.43,72,159.57,6.75,48138,7938
1.23,48,30.43,75,82.07,6.75,48438,8238
1.23,48,30.43,78,130.61,10.12,48737,8537
1.23,48,30.43,82,120.89,12.37,49037,8837
1.22,48,30.43,87,143.65,14.62,49339,9139
1.23,48,30.43,89,133.25,11.25,49639,9439
1.22,48,30.43,92,163.88,10.12,49938,9738
1.22,48,30.43,93,130.71,10.12,50237,10037
1.24,48,30.43,93,166.32,11.25,50538,10338
1.21,48,30.43,92,148.84,13.5,50840,10640
1.22,48,30.43,92,158.56,6.75,51137,10937
1.23,48,30.43,92,152.24,7.87,51440,11240
1.23,48,30.43,92,151.67,11.25,51737,11537
1.25,48,30.43,92,225.59,5.62,52038,11838
1.21,48,30.43,92,154.68,9.0,52338,12138
1.22,48,30.43,91,194.24,3.37,52638,12438
1.21,48,30.43,92,132.84,10.12,52940,12740
1.19,48,30.43,93,166.66,6.75,53237,13037
1.22,48,30.43,93,130.01,6.75,53550,13350
1.2,47,30.43,94,152.01,4.5,53837,13637
1.2,47,30.43,94,160.49,12.37,54138,13938
1.21,47,30.44,94,169.78,11.25,54438,14238
1.22,47,30.44,95,158.9,5.62,54738,14538
1.21,48,30.44,95,138.54,11.25,55037,14837
1.23,48,30.44,95,110.67,7.87,55337,15137
1.21,48,30.44,95,130.18,9.0,55638,15438
1.21,47,30.44,96,154.78,5.62,55937,15737
1.24,47,30.44,96,153.53,12.37,56237,16037
1.2,47,30.44,97,157.83,5.62,56537,16337
1.23,48,30.44,97,138.83,5.62,56837,16637
1.23,48,30.44,98,139.45,9.0,57137,16937
1.21,48,30.44,98,194.99,2.25,57438,17238
1.23,48,30.45,98,109.61,6.75,57737,17537
1.21,47,30.44,99,162.32,4.5,58037,17837
1.2,47,30.45,99,99.74,6.75,58340,18140
1.24,47,30.44,99,153.22,9.0,58639,18439
1.24,47,30.45,99,162.3,6.75,58938,18738
1.21,46,30.45,99,159.18,3.37,59240,19040
1.21,45,30.44,97,134.94,10.12,59541,19341
1.21,45,30.44,85,181.9,4.5,59838,19638
1.22,45,30.44,79,166.2,10.12,60137,19937
1.2,45,30.44,72,154.39,10.12,60438,20238
1.21,45,30.44,66,149.71,10.12,60738,20538
1.21,45,30.44,65,168.84,11.25,61037,20837
1.22,45,30.44,73,163.69,5.62,61341,21141
1.24,46,30.44,82,183.58,5.62,61640,21440
1.17,46,30.44,84,134.81,7.87,61938,21738
1.24,46,30.44,86,154.16,5.62,62244,22044
1.21,46,30.44,87,117.82,9.0,62542,22342
1.23,46,30.44,89,103.17,12.37,-23622,-63702
1.22,46,30.43,91,116.55,9.0,-23320,-63400
1.23,46,30.43,92,144.79,5.62,-23022,-63102
1.25,47,30.43,94,122.88,4.5,-22722,-62802
1.2,47,30.43,95,177.9,3.37,-22422,-62502
1.17,47,30.43,97,128.19,5.62,-22122,-62202
1.22,47,30.43,98,171.67,6.75,-21822,-61902
1.16,47,30.43,98,116.53,7.87,-21523,-61603
1.22,47,30.43,98,151.3,2.25,-21220,-61300
1.2,47,30.43,99,142.37,4.5,-20920,-61000
1.21,47,30.43,99,150.2,2.25,-20623,-60703
1.21,47,30.43,99,150.15,4.5,-20322,-60402
1.22,47,30.43,99,164.44,2.25,-20023,-60103
1.22,46,30.43,99,177.58,4.5,-19717,-59797
1.22,46,30.42,99,197.82,4.5,-19422,-59502
1.22,46,30.42,99,156.05,2.25,-19122,-59202
1.17,46,30.42,99,184.27,5.62,-18822,-58902
1.2,46,30.42,99,150.98,9.0,-18523,-58603
1.2,45,30.42,99,105.17,6.75,-18222,-58302
1.22,45,30.42,99,172.6,4.5,-17922,-58002
1.19,45,30.42,99,169.41,3.37,-17620,-57700
1.2,45,30.41,98,161.78,6.75,-17322,-57402
1.2,44,30.41,89,124.22,9.0,-17022,-57102
1.2,44,30.41,88,151.19,4.5,-16723,-56803
1.19,44,30.41,79,146.79,5.62,-16423,-56503
1.2,44,30.41,75,181.53,4.5,-16122,-56202
1.17,44,30.41,72,174.69,7.87,-15822,-55902
1.18,44,30.41,68,178.49,5.62,-15522,-55602
1.21,44,30.41,65,188.93,4.5,-15223,-55303
1.2,44,30.41,63,140.07,5.62,-14923,-55003
1.21,43,30.4,64,172.16,7.87,-14622,-54702
1.19,43,30.4,61,131.16,3.37,-14323,-54403
1.21,43,30.4,58,164.56,4.5,-14023,-54103
1.23,43,30.4,57,159.6,2.25,-13722,-53802
1.21,44,30.4,55,162.23,10.12,-13422,-53502
1.2,44,30.4,53,160.56,3.37,-13123,-53203
1.19,44,30.4,51,164.18,4.5,-12822,-52902
1.19,44,30.4,51,117.9,6.75,-12522,-52602
1.21,44,30.4,49,162.31,6.75,-12223,-52303
1.21,44,30.4,50,116.97,3.37,-11923,-52003
1.2,44,30.4,51,116.2,9.0,-11620,-51700
1.21,44,30.4,57,171.08,4.5,-11323,-51403
1.21,44,30.4,59,138.35,5.62,-11022,-51102
1.26,44,30.4,62,129.29,5.62,-10723,-50803
1.19,44,30.4,60,182.77,10.12,-10420,-50500
1.19,44,30.4,58,147.27,6.75,-10122,-50202
1.2,44,30.4,53,155.62,6.75,-9822,-49902
1.18,44,30.4,52,127.58,5.62,-9523,-49603
1.22,44,30.4,53,150.72,9.0,-9219,-49299
1.2,44,30.4,55,170.56,5.62,-8923,-49003
1.19,44,30.4,60,138.38,9.0,-8622,-48702
1.2,45,30.4,63,127.65,3.37,-8320,-48400
1.23,44,30.4,61,148.87,6.75,-8023,-48103
1.21,44,30.4,57,47.1,6.75,-7722,-47802
1.21,44,30.4,57,171.89,9.0,-7423,-47503
1.21,44,30.4,64,182.22,4.5,-7122,-47202
1.2,44,30.4,64,173.97,5.62,-6821,-46901
1.19,44,30.4,59,144.93,6.75,-6522,-46602
1.2,44,30.4,58,162.69,7.87,-6220,-46300
1.21,44,30.4,47,176.04,7.87,-5923,-46003
1.19,44,30.4,43,139.45,9.0,-5622,-45702
1.21,45,30.4,40,174.0,6.75,-5320,-45400
1.2,45,30.4,38,174.9,6.75,-5017,-45097
1.18,45,30.4,36,173.95,11.25,-4722,-44802
1.19,46,30.4,34,144.3,9.0,-4392,-44472
1.23,46,30.41,33,192.78,10.12,-4118,-44198
1.2,46,30.41,32,163.5,10.12,-3822,-43902
1.2,46,30.41,31,162.69,11.25,-3523,-43603
1.17,46,30.41,30,180.06,12.37,-3222,-43302
1.24,47,30.41,30,151.56,10.12,-2922,-43002
1.21,47,30.41,29,157.58,7.87,-2622,-42702
1.19,47,30.41,29,137.51,14.62,-2323,-42403
1.22,47,30.41,28,139.0,11.25,-2023,-42103
1.22,47,30.41,28,164.03,10.12,-1722,-41802
1.16,47,30.42,28,139.67,13.5,-1422,-41502
1.2,47,30.42,28,168.82,11.25,-1122,-41202
1.65,47,30.42,27,155.75,10.12,-823,-40903
3.04,48,30.42,27,194.06,11.25,-522,-40602
5.33,48,30.42,27,157.88,12.37,-222,-40302
7.68,48,30.42,27,150.15,11.25,77,-40003
10.5,48,30.43,26,177.97,9.0,379,-39701
13.14,48,30.43,26,171.41,12.37,678,-39402
17.18,48,30.43,26,165.9,6.75,977,-39103
21.68,48,30.43,25,112.51,11.25,1277,-38803
25.09,49,30.43,27,141.17,5.62,1578,-38502
